q4x,lamg,cmix,cdeep,gamma_2l,eff
8.56967088663229,0.9460540614493247,7.62042929645053,99.24116727544276,0.5189000115420674,1.2832811170555463
7.890971916249103,0.8275343417866923,8.153161678089512,82.93991339319281,0.44271756001358115,0.9458744163168497
6.341833456388109,1.4519675653683395,7.713739758033148,28.002159810110488,0.5660799397193282,1.3639575651099718
8.550127456011962,1.0055171769745428,8.35076835877339,95.45219501440772,0.7642172985143072,1.4828545163850941
8.015174621433259,1.0313151165346248,7.725847869939071,106.0377901363187,0.9805651083834797,1.425992026883511
8.248186428802779,1.2651368070214297,7.809482916911239,143.85050118835167,0.5667721101115547,1.4280668049138938
6.677982972155176,0.776866517154023,8.573130183297065,84.20719221601226,0.4371128419406749,1.273087981593974
7.87469034781565,0.23791313939172498,9.749537175299421,76.15728351029654,0.3246966552406978,1.4348105148574604
9.975006792252113,1.7876604364640942,5.3365473232048695,95.34975241987301,0.9187256765281092,1.664390929101086
6.821524009625392,0.9671724008251039,8.182660837792262,179.48038258225742,0.5751707781914438,1.2645840239274513
7.269255441776256,0.39877432332562956,8.659108168181788,121.60052636223898,0.552310747932721,1.3321348758124905
10.216997382569543,1.7916703677373902,5.911934327927546,98.55627621691266,0.9237489919627437,1.9508612639276481
7.380794827435753,0.6658212237727965,7.893825327558574,126.75905543158176,0.7626599650066261,1.7788955355968101
8.00213292623888,0.7383830304232398,5.747373339155434,126.56199111865081,0.4094014135688663,0.6475941986489605
9.326988966269294,1.478567276356784,7.094494951125889,138.69569078634487,0.7739004999287113,0.9891154607766586
9.548364745810169,1.2560173803854409,9.345060967192635,71.4662564780846,0.5911159141940941,1.2480386700549737
7.645644418062815,0.8536091684627086,7.017309361239349,80.86647421208063,0.48252334791592694,1.7861898716982674
10.26974422171301,1.8706412429646484,6.953119815424904,108.87365751002702,0.860988130336048,2.079742419907971
8.65630424117078,1.8497493366403406,8.715421046753152,115.96569204218527,0.7046010926733541,1.4794588665343527
7.377731136144159,0.570024397795875,7.469815354268814,22.785231899082703,0.502647557999565,1.4136702539007806
6.712571017029177,0.8043020181490236,6.925901921442077,33.08671877229031,0.33624372612272524,1.4389710985197832
8.937414614954186,1.300406780552207,8.802163287500926,110.68818180718824,0.8448039123090031,1.1028811227384436
8.245971860907494,1.336845963226175,8.274440152130493,175.15488034377412,0.652114333515706,1.1043521218765824
7.507850030284818,0.520850461641224,6.8303050194643316,74.908953254811,0.6808568184158175,1.8220151559805204
7.675358233782679,0.6269990715039229,9.463801586493961,96.71131897102958,0.6006802409244658,1.3353015736186622
