log(n_SO2),log(n_POM)
4.042937843107996,5.052811034189393
3.771831933484384,2.4720211076354355
8.195243070159623,7.032766229513461
4.7895148321471535,4.746291374265866
15.660296425342043,15.178417690705839
3.1078725498534823,1.1836708848869382
-0.15561519515918487,0.9907830040001384
7.096250342194533,5.058475696521942
4.3553019930445735,4.4774747944252145
3.7468381705788136,2.340661787033424
8.735123494420744,6.958080996878712
5.545141027186659,4.987628052883578
2.104303832193817,4.194984605579106
8.274296287866054,7.155620246188287
7.758401788026738,7.93247448038152
2.6617195333777675,4.982861263945988
6.716453563615583,5.295671785766045
8.781703651118036,8.224193188084488
3.2152486209802467,2.208748551487435
5.034219487673283,4.529526106674696
8.947734273858043,7.237094368462662
4.848945211892752,4.125465461950433
2.7794658923343607,2.545495954045281
5.510366061377878,4.753798046610738
8.93076234726443,8.999960770465734
5.018921093105131,4.307054292383763
5.998227031894435,4.457375689882158
6.2037953498796075,6.414552642565107
2.279842386770361,5.28284866123277
1.6537110766624652,3.5275702287652937
11.478196036093866,10.139290777453567
5.750274301642695,6.052159199180966
1.8585703851000126,0.9396998475390137
7.6106940842463295,8.123339587495446
8.07111040578041,7.351191232266558
7.6913310531835615,6.528061393732305
2.7079870983414223,2.7316626544925393
7.854412170574763,7.681214567392838
3.2009844609683844,1.8835342858476765
12.797639949812798,11.640770304491177
1.9603361529470509,2.477050806867683
10.781590428570347,10.291785454465298
3.220774178417917,2.667382697007961
9.4209056890065,7.276146100240087
4.0539711948501065,3.227953019768798
8.651146167174552,7.137687963292829
5.94393681241102,5.441197045455854
6.43814940820962,4.829489756110504
1.4463221813251863,4.21871757082736
8.482683339937902,9.326176886650842
2.2817305928870106,1.7008026698682603
2.364153714675452,1.1814487498449753
2.8547146899298403,3.5844232683046675
3.711631806939974,2.6826279153661754
9.240136366457731,8.903707664992321
13.18054603216804,11.962642808895263
4.890616934524372,3.2121009950511246
3.3073885352225845,3.1736394410257325
14.094445131374629,12.054214390580478
1.0461220132746716,0.43298786566613856
8.502535490688134,6.534236247948034
5.798223338051641,5.258317690028228
2.876424279205371,4.567293514747451
3.8548489344109536,4.756103983602826
0.46325213969915335,0.7793663492618386
7.122602575625134,7.492846576368163
6.397992751346762,6.700023884055192
6.671310428032488,7.207865691208966
2.8565764727172995,1.317221597323544
4.674410141303927,4.105496417560173
6.239069190069855,4.788936305522409
3.407078013526622,2.4799254135925954
1.5795280922922683,1.2186321458621086
7.045703305820835,5.814993254470992
8.530705178756659,7.648004947195626
9.944832009830392,8.792538001417098
6.495915908920891,5.952518382591046
2.49124370011302,4.584107654906762
5.928874484298366,5.6823811643120035
8.05208537356564,7.02475749219441
5.442756209774135,6.699024296969174
6.7030056706980865,5.549246999029593
4.5269987245795775,5.496348034798984
9.643756030886626,8.150232432721522
2.8631011876219343,0.9708091836828636
2.247967451045521,3.470205427767379
2.470869772550174,1.9303027992487563
2.633152842490707,2.850978941459393
4.093835080116011,4.091305263105738
-1.0873195341835142,1.5869831786830306
2.857911479149373,2.701113944859687
7.811712268788788,7.861641348490931
4.295786992320952,4.122239795733082
12.7125606821247,11.15559682826875
15.225111304824793,15.275705999498994
2.7652415759686173,2.859080487303669
3.495525857116867,2.797141062418013
7.137763713987178,6.3714141823366734
4.198266437669609,3.4557432282144895
4.525312238859673,3.117343206428483
7.531010425941045,6.720120610458129
8.198790693860861,6.608950544003619
13.89011141344671,13.839673732977277
3.085976188563985,3.1354006421871548
4.055570799905732,2.638652252235278
13.286713783729956,12.568417999611516
13.713835794178115,13.0455670985177
0.6494558504726355,2.831707871448399
6.343737889187157,3.2788437558403047
6.549053892591825,6.004075847270696
6.844124195141291,6.137690802210052
6.141993908883603,4.867589380579504
12.425731119920341,12.102752684380084
9.229833287289885,7.196602864637713
13.818547634852676,13.261008323648925
9.06803562356891,7.81426571035029
5.41279953136553,4.339030623250802
5.543588036405929,4.233927929262632
1.6833301864113608,0.2850738692266348
3.8418594702352475,2.087722765594245
1.7379842394675062,1.792689220967706
8.000259034955551,8.161486333664483
15.344769222793449,13.399785818887247
3.2444946444498513,2.7608442213414333
1.7072980389058725,0.5026740225405399
2.06497721950924,0.2297645005635669
11.126500018746395,10.707452211675438
11.059028033721003,10.711582883470546
6.141162026850514,4.885800425993251
18.282350452477704,17.049994701736
3.4736826343539184,2.2197064280982635
5.271687047091794,5.243315074576882
2.3958125095898604,1.6377051808053895
9.762966298606514,9.365976479724976
16.964042722516698,15.154679474603459
0.6902079419481923,0.6784782840067263
10.21454876604988,9.59904857622022
0.19892453746514516,-0.58628439487785
4.768995415974807,4.322725698607744
13.552203760543716,13.06859663618376
9.383938490238249,8.397381395637808
5.176042401273328,3.933314511836201
5.299666722139341,5.7191565129940605
1.624955283101707,-0.6207838962619023
13.39707269800373,13.99493102330009
5.004383064067228,5.674432246708738
6.105061385514082,5.266883518933419
8.20415924853324,8.069543481830298
5.675076486463748,6.381964579224928
8.359021259877322,8.604482584071595
8.160496081521636,8.173264900221662
6.733288300884636,6.780625885830516
5.002066201541402,2.6326465501094156
3.549324975685107,2.806505296406599
2.782050437512223,2.229647938741162
5.018952167442052,3.9264876903208816
9.210780089191413,7.698830401547592
6.671383633922707,6.527869509737278
8.597273663142893,7.254168879392129
11.61235177957393,10.841246699426206
3.4603349940896146,3.106698239604002
9.064188928350143,8.48205725119758
4.090678429839676,2.628194002389341
13.161499575596169,12.137511929150477
9.404620574823614,9.40847841608883
6.111137053390694,5.194816185486247
8.371063560616394,6.5766383494220895
